"ABCIndicator","AdditionalDeviceData","Assembly","AssetLocation","AssetRoom","BasicSchedulingType","BusinessArea","ControllingArea","ControllingObjectClass","CreatedByUser","Equipment","EquipmentName","FunctionalArea","FunctionalLocation","LastChangeDateTime","LatestAcceptableCompletionDate","LocAcctAssgmtWBSElmntIntID","MainWorkCenter","MainWorkCenterInternalID","MainWorkCenterPlant","MainWorkCenterTypeCode","MaintObjectFreeDefinedAttrib","MaintObjectLocAcctAssgmtNmbr","MaintOrdBasicEndDate","MaintOrdBasicEndDateTime","MaintOrdBasicEndTime","MaintOrdBasicStartDate","MaintOrdBasicStartDateTime","MaintOrdBasicStartTime","MaintOrdPersonResponsible","MaintOrdProcessPhaseCode","MaintOrdProcessSubPhaseCode","MaintOrdSchedldBscEndDateTime","MaintOrdSchedldBscStrtDateTime","MaintOrderReferenceDate","MaintOrderReferenceDateTime","MaintOrderReferenceTime","MaintOrderRoutingNumber","MaintPriority","MaintPriorityType","MaintenanceActivityType","MaintenanceNotification","MaintenanceObjectList","MaintenanceOrder","MaintenanceOrderDesc","MaintenanceOrderInternalID","MaintenanceOrderPlanningCode","MaintenanceOrderType","MaintenancePlannerGroup","MaintenancePlanningPlant","MaintenancePlant","MaintenanceRevision","OperationSystemCondition","OrdIsNotSchedldAutomatically","OrderProcessingGroup","PlantSection","ProfitCenter","ReferenceElement","ResponsibleCostCenter","ScheduledBasicEndDate","ScheduledBasicEndTime","ScheduledBasicStartDate","ScheduledBasicStartTime","SerialNumber","SuperiorProjectNetwork","TechObjIsEquipOrFuncnlLoc","TechnicalObject","TechnicalObjectLabel","WBSElementInternalID","WorkCenter","WorkCenterInternalID","WorkCenterTypeCode"
"","","","R3_LAC_CA","","1","0001","USEA","OC","MSTENZIG","","","","?0100000000000000379","2020-05-07T17:42:48.000Z",,"0","EDOHR201","10000326","1001","A","","000000020386","2020-05-19","2020-05-19T04:00:00.000Z","04:00:00","2020-05-15","2020-05-15T04:00:00.000Z","04:00:00","","","","2020-05-18T12:18:00.000Z","2020-05-15T19:18:00.000Z","2020-05-07","2020-05-07T17:42:47.000Z","17:42:47","1000001140","4","PM","200","10001224",3802,"4001040","POLE-SL 2262854E Test and Treat","OR000004001040","2","M02","001","1001","1001","WORKWEEK","","","0","","USEAPROF","","OPS-REG-2","2020-05-18","12:18:00","2020-05-15","19:18:00","","","EAMS_FL","?0100000000000000379","E-D-N034.12294,W117.641497","0","","0",""
"","","","R3_LAC_CA","","1","0001","USEA","OC","MSTENZIG","","","","?0100000000000000132","2020-05-07T17:42:49.000Z",,"0","EDOHR201","10000326","1001","A","","000000020388","2020-05-19","2020-05-19T04:00:00.000Z","04:00:00","2020-05-15","2020-05-15T04:00:00.000Z","04:00:00","","","","2020-05-18T12:24:00.000Z","2020-05-15T19:24:00.000Z","2020-05-07","2020-05-07T17:42:48.000Z","17:42:48","1000001141","4","PM","200","10001225",3803,"4001041","POLE-DIST 2174357E Test and Treat","OR000004001041","2","M02","001","1001","1001","WORKWEEK","","","0","","USEAPROF","","OPS-REG-2","2020-05-18","12:24:00","2020-05-15","19:24:00","","","EAMS_FL","?0100000000000000132","E-D-N034.12432,W117.641737","0","","0",""
"","","","R3_LAC_CA","","1","0001","USEA","OC","MSTENZIG","","","","?0100000000000000130","2020-05-07T17:42:49.000Z",,"0","EDOHR201","10000326","1001","A","","000000020390","2020-05-19","2020-05-19T04:00:00.000Z","04:00:00","2020-05-15","2020-05-15T04:00:00.000Z","04:00:00","","","","2020-05-18T12:30:00.000Z","2020-05-15T19:30:00.000Z","2020-05-07","2020-05-07T17:42:49.000Z","17:42:49","1000001142","4","PM","200","10001226",3804,"4001042","POLE-DIST 2174355E Test and Treat","OR000004001042","2","M02","001","1001","1001","WORKWEEK","","","0","","USEAPROF","","OPS-REG-2","2020-05-18","12:30:00","2020-05-15","19:30:00","","","EAMS_FL","?0100000000000000130","E-D-N034.12344,W117.641733","0","","0",""
"","","","R3_LAC_CA","","1","0001","USEA","OC","MSTENZIG","","","","?0100000000000000131","2020-05-07T17:42:50.000Z",,"0","EDOHR201","10000326","1001","A","","000000020392","2020-05-19","2020-05-19T04:00:00.000Z","04:00:00","2020-05-18","2020-05-18T04:00:00.000Z","04:00:00","","","","2020-05-18T14:18:00.000Z","2020-05-18T12:18:00.000Z","2020-05-07","2020-05-07T17:42:50.000Z","17:42:50","1000001143","4","PM","200","10001227",3805,"4001043","POLE-DIST 2174356E Test and Treat","OR000004001043","2","M02","001","1001","1001","WORKWEEK","","","0","","USEAPROF","","OPS-REG-2","2020-05-18","14:18:00","2020-05-18","12:18:00","","","EAMS_FL","?0100000000000000131","E-D-N034.12387,W117.641735","0","","0",""
"","","","R3_LAC_CA","","1","0001","USEA","OC","MSTENZIG","","","","?0100000000000000136","2020-05-07T17:42:51.000Z",,"0","EDOHR201","10000326","1001","A","","000000020394","2020-05-19","2020-05-19T04:00:00.000Z","04:00:00","2020-05-18","2020-05-18T04:00:00.000Z","04:00:00","","","","2020-05-18T14:24:00.000Z","2020-05-18T12:24:00.000Z","2020-05-07","2020-05-07T17:42:50.000Z","17:42:50","1000001144","4","PM","200","10001228",3806,"4001044","POLE-DIST 2363149E Test and Treat","OR000004001044","2","M02","001","1001","1001","WORKWEEK","","","0","","USEAPROF","","OPS-REG-2","2020-05-18","14:24:00","2020-05-18","12:24:00","","","EAMS_FL","?0100000000000000136","E-D-N034.12534,W117.641758","0","","0",""
"","","","R3_LAC_CA","","1","0001","USEA","OC","MSTENZIG","","","","?0100000000000000133","2020-05-07T17:42:52.000Z",,"0","EDOHR201","10000326","1001","A","","000000020396","2020-05-19","2020-05-19T04:00:00.000Z","04:00:00","2020-05-18","2020-05-18T04:00:00.000Z","04:00:00","","","","2020-05-18T14:30:00.000Z","2020-05-18T12:30:00.000Z","2020-05-07","2020-05-07T17:42:51.000Z","17:42:51","1000001145","4","PM","200","10001229",3807,"4001045","POLE-DIST 2174358E Test and Treat","OR000004001045","2","M02","001","1001","1001","WORKWEEK","","","0","","USEAPROF","","OPS-REG-2","2020-05-18","14:30:00","2020-05-18","12:30:00","","","EAMS_FL","?0100000000000000133","E-D-N034.12476,W117.641738","0","","0",""
"","","","R3_LAC_CA","","1","0001","USEA","OC","MSTENZIG","","","","?0100000000000000135","2020-05-07T17:42:53.000Z",,"0","EDOHR201","10000326","1001","A","","000000020398","2020-05-19","2020-05-19T04:00:00.000Z","04:00:00","2020-05-18","2020-05-18T04:00:00.000Z","04:00:00","","","","2020-05-18T17:18:00.000Z","2020-05-18T14:18:00.000Z","2020-05-07","2020-05-07T17:42:52.000Z","17:42:52","1000001146","4","PM","200","10001230",3808,"4001046","POLE-DIST 1619447E Test and Treat","OR000004001046","2","M02","001","1001","1001","WORKWEEK","","","0","","USEAPROF","","OPS-REG-2","2020-05-18","17:18:00","2020-05-18","14:18:00","","","EAMS_FL","?0100000000000000135","E-D-N034.12529,W117.641483","0","","0",""
"","","","R3_LAC_CA","","1","0001","USEA","OC","MSTENZIG","","","","?0100000000000000129","2020-05-07T17:42:54.000Z",,"0","EDOHR201","10000326","1001","A","","000000020400","2020-05-19","2020-05-19T04:00:00.000Z","04:00:00","2020-05-18","2020-05-18T04:00:00.000Z","04:00:00","","","","2020-05-18T17:24:00.000Z","2020-05-18T14:24:00.000Z","2020-05-07","2020-05-07T17:42:53.000Z","17:42:53","1000001147","4","PM","200","10001231",3809,"4001047","POLE-DIST 2174354E Test and Treat","OR000004001047","2","M02","001","1001","1001","WORKWEEK","","","0","","USEAPROF","","OPS-REG-2","2020-05-18","17:24:00","2020-05-18","14:24:00","","","EAMS_FL","?0100000000000000129","E-D-N034.12299,W117.641735","0","","0",""
"","","","R3_LAC_CA","","1","0001","USEA","OC","MSTENZIG","","","","?0100000000000000127","2020-05-07T17:42:55.000Z",,"0","EDOHR201","10000326","1001","A","","000000020402","2020-05-19","2020-05-19T04:00:00.000Z","04:00:00","2020-05-18","2020-05-18T04:00:00.000Z","04:00:00","","","","2020-05-18T17:30:00.000Z","2020-05-18T14:30:00.000Z","2020-05-07","2020-05-07T17:42:54.000Z","17:42:54","1000001148","4","PM","200","10001232",3810,"4001048","POLE-DIST 2174352E Test and Treat","OR000004001048","2","M02","001","1001","1001","WORKWEEK","","","0","","USEAPROF","","OPS-REG-2","2020-05-18","17:30:00","2020-05-18","14:30:00","","","EAMS_FL","?0100000000000000127","E-D-N034.12230,W117.641732","0","","0",""
"","","","R3_LAC_CA","","1","0001","USEA","OC","MSTENZIG","","","","?0100000000000000128","2020-05-07T17:42:55.000Z",,"0","EDOHR201","10000326","1001","A","","000000020404","2020-05-19","2020-05-19T04:00:00.000Z","04:00:00","2020-05-18","2020-05-18T04:00:00.000Z","04:00:00","","","","2020-05-18T19:18:00.000Z","2020-05-18T17:18:00.000Z","2020-05-07","2020-05-07T17:42:55.000Z","17:42:55","1000001149","4","PM","200","10001233",3811,"4001049","POLE-DIST 2174353E Test and Treat","OR000004001049","2","M02","001","1001","1001","WORKWEEK","","","0","","USEAPROF","","OPS-REG-2","2020-05-18","19:18:00","2020-05-18","17:18:00","","","EAMS_FL","?0100000000000000128","E-D-N034.12254,W117.641733","0","","0",""
"","","","","","1","","5000","OC","ZSHAFER","50000000","First Test Railcar Equip Zach","","","2023-06-06T15:35:41.000Z",,"0","SHOP_YRD","10000435","5001","A","","000000020406","2023-03-09","2023-03-09T05:00:00.000Z","05:00:00","2023-03-08","2023-03-08T05:00:00.000Z","05:00:00","","","","2023-03-08T16:00:00.000Z","2023-03-08T13:00:00.000Z","2023-06-06","2023-06-06T15:35:40.000Z","15:35:40","1000001150","","PM","R01","",0,"4001050","test cost estimates 2","OR000004001050","","CR01","","5001","","","","","0","","","","5001-CCRB","2023-03-08","16:00:00","2023-03-08","13:00:00","","","EAMS_EQUI","000000000050000000","50000000","0","","0",""
"","","","","","1","","5000","OC","ZSHAFER","50000000","First Test Railcar Equip Zach","","","2020-04-29T21:28:49.000Z",,"0","SHOP_YRD","10000435","5001","A","","000000020407","2020-05-01","2020-05-01T04:00:00.000Z","04:00:00","2020-04-30","2020-04-30T04:00:00.000Z","04:00:00","","","","2020-04-30T13:00:00.000Z","2020-04-30T12:00:00.000Z","2020-05-01","2020-05-01T03:59:59.000Z","03:59:59","1000001151","","PM","R01","",0,"4001051","test for system status","OR000004001051","","CR01","","5001","","","","","0","","","","5001-CCRB","2020-04-30","13:00:00","2020-04-30","12:00:00","","","EAMS_EQUI","000000000050000000","50000000","0","","0",""
"","","","","","1","","5000","OC","ZSHAFER","50000000","First Test Railcar Equip Zach","","","2020-04-30T12:16:01.000Z",,"0","SHOP_YRD","10000435","5001","A","","000000020724","2020-05-01","2020-05-01T04:00:00.000Z","04:00:00","2020-04-30","2020-04-30T04:00:00.000Z","04:00:00","","","","2020-04-30T13:00:00.000Z","2020-04-30T12:00:00.000Z","2020-05-01","2020-05-01T03:59:59.000Z","03:59:59","1000001152","","PM","R01","",0,"4001052","system status #2","OR000004001052","","CR01","","5001","","","","","0","","","","5001-CCRB","2020-04-30","13:00:00","2020-04-30","12:00:00","","","EAMS_EQUI","000000000050000000","50000000","0","","0",""
"","","","R3_LAC_CA","","1","0001","USEA","OC","MSTENZIG","","","","?0100000000000000382","2020-05-07T17:42:56.000Z",,"0","EDOHR201","10000326","1001","A","","000000020725","2020-05-19","2020-05-19T04:00:00.000Z","04:00:00","2020-05-18","2020-05-18T04:00:00.000Z","04:00:00","","","","2020-05-18T19:18:00.000Z","2020-05-18T17:24:00.000Z","2020-05-07","2020-05-07T17:42:56.000Z","17:42:56","1000001153","4","PM","100","10001235",3812,"4001053","POLE-SL 2306665E Replacement","OR000004001053","2","M01","001","1001","1001","WORKWEEK","","","0","","USEAPROF","","OPS-REG-2","2020-05-18","19:18:00","2020-05-18","17:24:00","","","EAMS_FL","?0100000000000000382","E-D-N034.12335,W117.642877","0","","0",""
"","","","R3_LAC_CA","","1","0001","USEA","OC","MSTENZIG","","","","?0100000000000000360","2020-05-07T17:42:57.000Z",,"0","EDOHR201","10000326","1001","A","","000000020727","2020-05-14","2020-05-14T04:00:00.000Z","04:00:00","2020-05-12","2020-05-12T04:00:00.000Z","04:00:00","","","","2020-05-13T13:00:00.000Z","2020-05-12T20:18:00.000Z","2020-05-07","2020-05-07T17:42:56.000Z","17:42:56","1000001154","3","PM","110","10001236",3813,"4001054","POLE-SL 2173840E Replacement","OR000004001054","2","M01","001","1001","1001","WORKWEEK","","","0","","USEAPROF","","OPS-REG-2","2020-05-13","13:00:00","2020-05-12","20:18:00","","","EAMS_FL","?0100000000000000360","E-D-N034.12165,W117.644064","0","","0",""
"","","","R3_LAC_CA","","1","0001","USEA","OC","MSTENZIG","","","","?0100000000000000345","2020-05-07T17:42:58.000Z",,"0","EDOHR201","10000326","1001","A","","000000020729","2020-05-14","2020-05-14T04:00:00.000Z","04:00:00","2020-05-12","2020-05-12T04:00:00.000Z","04:00:00","","","","2020-05-13T13:54:00.000Z","2020-05-12T20:54:00.000Z","2020-05-07","2020-05-07T17:42:57.000Z","17:42:57","1000001155","3","PM","120","10001237",3814,"4001055","POLE-SL 2262836E Replacement","OR000004001055","2","M01","001","1001","1001","WORKWEEK","","","0","","USEAPROF","","OPS-REG-2","2020-05-13","13:54:00","2020-05-12","20:54:00","","","EAMS_FL","?0100000000000000345","E-D-N034.12147,W117.635512","0","","0",""
"","","","R3_LAC_CA","","1","0001","USEA","OC","MSTENZIG","","","","?0100000000000000380","2020-05-07T17:42:59.000Z",,"0","EDOHR201","10000326","1001","A","","000000020731","2020-05-13","2020-05-13T04:00:00.000Z","04:00:00","2020-05-12","2020-05-12T04:00:00.000Z","04:00:00","","","","2020-05-12T15:00:00.000Z","2020-05-12T13:06:00.000Z","2020-05-07","2020-05-07T17:42:58.000Z","17:42:58","1000001156","2","PM","130","10001238",3815,"4001056","POLE-SL 2306664E Replacement","OR000004001056","2","M01","001","1001","1001","WORKWEEK","","","0","","USEAPROF","","OPS-REG-2","2020-05-12","15:00:00","2020-05-12","13:06:00","","","EAMS_FL","?0100000000000000380","E-D-N034.12306,W117.643577","0","","0",""
"","","","R3_LAC_CA","","1","0001","USEA","OC","MSTENZIG","","","","?0100000000000000372","2020-05-07T17:43:00.000Z",,"0","EDOHR201","10000326","1001","A","","000000020733","2020-05-12","2020-05-12T04:00:00.000Z","04:00:00","2020-05-11","2020-05-11T04:00:00.000Z","04:00:00","","","","2020-05-11T17:48:00.000Z","2020-05-11T15:00:00.000Z","2020-05-07","2020-05-07T17:42:59.000Z","17:42:59","1000001157","1","PM","140","10001239",3816,"4001057","POLE-SL 2306662E Replacement","OR000004001057","2","M01","001","1001","1001","WORKWEEK","","","0","","USEAPROF","","OPS-REG-2","2020-05-11","17:48:00","2020-05-11","15:00:00","","","EAMS_FL","?0100000000000000372","E-D-N034.12241,W117.642874","0","","0",""
"","","","R3_LAC_CA","","1","0001","USEA","OC","MSTENZIG","","","","?0100000000000000369","2020-05-07T17:43:01.000Z",,"0","EDOHR201","10000326","1001","A","","000000020735","2020-05-19","2020-05-19T04:00:00.000Z","04:00:00","2020-05-18","2020-05-18T04:00:00.000Z","04:00:00","","","","2020-05-18T20:48:00.000Z","2020-05-18T18:36:00.000Z","2020-05-07","2020-05-07T17:43:00.000Z","17:43:00","1000001158","4","PM","100","10001240",3817,"4001058","POLE-SL 2306661E Replacement","OR000004001058","2","M01","001","1001","1001","WORKWEEK","","","0","","USEAPROF","","OPS-REG-2","2020-05-18","20:48:00","2020-05-18","18:36:00","","","EAMS_FL","?0100000000000000369","E-D-N034.12220,W117.643582","0","","0",""
"","","","R3_LAC_CA","","1","0001","USEA","OC","MSTENZIG","","","","?0100000000000000270","2020-05-07T17:43:02.000Z",,"0","EDOHR201","10000326","1001","A","","000000020737","2020-05-14","2020-05-14T04:00:00.000Z","04:00:00","2020-05-13","2020-05-13T04:00:00.000Z","04:00:00","","","","2020-05-13T14:54:00.000Z","2020-05-13T13:00:00.000Z","2020-05-07","2020-05-07T17:43:01.000Z","17:43:01","1000001159","3","PM","110","10001241",3818,"4001059","POLE-SL 2132927E Replacement","OR000004001059","2","M01","001","1001","1001","WORKWEEK","","","0","","USEAPROF","","OPS-REG-2","2020-05-13","14:54:00","2020-05-13","13:00:00","","","EAMS_FL","?0100000000000000270","E-D-N034.11570,W117.642267","0","","0",""
"","","","R3_LAC_CA","","1","0001","USEA","OC","MSTENZIG","","","","?0100000000000000395","2020-05-07T17:43:03.000Z",,"0","EDOHR201","10000326","1001","A","","000000020739","2020-05-14","2020-05-14T04:00:00.000Z","04:00:00","2020-05-13","2020-05-13T04:00:00.000Z","04:00:00","","","","2020-05-13T16:00:00.000Z","2020-05-13T14:06:00.000Z","2020-05-07","2020-05-07T17:43:02.000Z","17:43:02","1000001160","3","PM","120","10001242",3819,"4001060","POLE-SL 2362289E Replacement","OR000004001060","2","M01","001","1001","1001","WORKWEEK","","","0","","USEAPROF","","OPS-REG-2","2020-05-13","16:00:00","2020-05-13","14:06:00","","","EAMS_FL","?0100000000000000395","E-D-N034.12549,W117.638815","0","","0",""
"","","","R3_LAC_CA","","1","0001","USEA","OC","MSTENZIG","","","","?0100000000000000273","2020-05-07T17:43:04.000Z",,"0","EDOHR201","10000326","1001","A","","000000020741","2020-05-13","2020-05-13T04:00:00.000Z","04:00:00","2020-05-12","2020-05-12T04:00:00.000Z","04:00:00","","","","2020-05-12T15:42:00.000Z","2020-05-12T13:42:00.000Z","2020-05-07","2020-05-07T17:43:03.000Z","17:43:03","1000001161","2","PM","130","10001243",3820,"4001061","POLE-SL 2158559E Replacement","OR000004001061","2","M01","001","1001","1001","WORKWEEK","","","0","","USEAPROF","","OPS-REG-2","2020-05-12","15:42:00","2020-05-12","13:42:00","","","EAMS_FL","?0100000000000000273","E-D-N034.11630,W117.636462","0","","0",""
"","","","R3_LAC_CA","","1","0001","USEA","OC","MSTENZIG","","","","?0100000000000000385","2020-05-07T17:43:04.000Z",,"0","EDOHR201","10000326","1001","A","","000000020743","2020-05-12","2020-05-12T04:00:00.000Z","04:00:00","2020-05-11","2020-05-11T04:00:00.000Z","04:00:00","","","","2020-05-11T18:36:00.000Z","2020-05-11T15:36:00.000Z","2020-05-07","2020-05-07T17:43:04.000Z","17:43:04","1000001162","1","PM","140","10001244",3821,"4001062","POLE-SL 2312653E Replacement","OR000004001062","2","M01","001","1001","1001","WORKWEEK","","","0","","USEAPROF","","OPS-REG-2","2020-05-11","18:36:00","2020-05-11","15:36:00","","","EAMS_FL","?0100000000000000385","E-D-N034.12388,W117.643759","0","","0",""
"","","","R3_LAC_CA","","1","0001","USEA","OC","MSTENZIG","","","","?0100000000000000134","2020-05-07T17:43:05.000Z",,"0","EDOHR201","10000326","1001","A","","000000020745","2020-05-20","2020-05-20T04:00:00.000Z","04:00:00","2020-05-18","2020-05-18T04:00:00.000Z","04:00:00","","","","2020-05-19T12:30:00.000Z","2020-05-18T19:36:00.000Z","2020-05-07","2020-05-07T17:43:05.000Z","17:43:05","1000001163","4","PM","100","10001245",3822,"4001063","POLE-DISTRIBUTION 4133300E Replacement","OR000004001063","2","M01","001","1001","1001","WORKWEEK","","","0","","USEAPROF","","OPS-REG-2","2020-05-19","12:30:00","2020-05-18","19:36:00","","","EAMS_FL","?0100000000000000134","E-D-N034.12525,W117.641839","0","","0",""
"","","","R3_LAC_CA","","1","0001","USEA","OC","MSTENZIG","","","","?0100000000000000315","2020-05-07T17:43:06.000Z",,"0","EDOHR201","10000326","1001","A","","000000020747","2020-05-20","2020-05-20T04:00:00.000Z","04:00:00","2020-05-18","2020-05-18T04:00:00.000Z","04:00:00","","","","2020-05-19T13:42:00.000Z","2020-05-18T20:48:00.000Z","2020-05-07","2020-05-07T17:43:06.000Z","17:43:06","1000001164","4","PM","100","10001246",3823,"4001064","POLE-SL 2127519E Replacement","OR000004001064","2","M01","001","1001","1001","WORKWEEK","","","0","","USEAPROF","","OPS-REG-2","2020-05-19","13:42:00","2020-05-18","20:48:00","","","EAMS_FL","?0100000000000000315","E-D-N034.11873,W117.64489","0","","0",""
"A","","","R3_LAC_CA","","1","0001","USEA","OC","MSTENZIG","10001334","TRANSFORMER, OVERHEAD, 37.5 KVA RATING,","","?0100000000000000088","2020-05-07T17:43:07.000Z",,"0","EDOHR201","10000326","1001","A","","000000020749","2020-05-12","2020-05-12T04:00:00.000Z","04:00:00","2020-05-11","2020-05-11T04:00:00.000Z","04:00:00","","","","2020-05-11T19:12:00.000Z","2020-05-11T17:48:00.000Z","2020-05-07","2020-05-07T17:43:07.000Z","17:43:07","1000001165","1","PM","110","10001247",3824,"4001065","TRANSFORMER, OVERHEAD, 37.5 KVA RATING,","OR000004001065","2","M01","001","1001","1001","WORKWEEK","","","0","","USEAPROF","","OPS-REG-2","2020-05-11","19:12:00","2020-05-11","17:48:00","","","EAMS_EQUI","000000000010001334","10001334","0","","0",""
"B","","","R3_LAC_CA","","1","0001","USEA","OC","MSTENZIG","10001332","TRANSFORMER, OVERHEAD, 25 KVA RATING, 12","","?0100000000000000091","2020-05-07T17:43:08.000Z",,"0","EDOHR201","10000326","1001","A","","000000020751","2020-05-13","2020-05-13T04:00:00.000Z","04:00:00","2020-05-12","2020-05-12T04:00:00.000Z","04:00:00","","","","2020-05-12T17:24:00.000Z","2020-05-12T15:00:00.000Z","2020-05-07","2020-05-07T17:43:07.000Z","17:43:07","1000001166","2","PM","120","10001248",3825,"4001066","TRANSFORMER, OVERHEAD, 25 KVA RATING, 12","OR000004001066","2","M01","001","1001","1001","WORKWEEK","","","0","","USEAPROF","","OPS-REG-2","2020-05-12","17:24:00","2020-05-12","15:00:00","","","EAMS_EQUI","000000000010001332","10001332","0","","0",""
"C","","","R3_LAC_CA","","1","0001","USEA","OC","MSTENZIG","10001327","TRANSFORMER 1722998","","?0100000000000000092","2020-05-07T17:43:09.000Z",,"0","EDOHR201","10000326","1001","A","","000000020753","2020-05-14","2020-05-14T04:00:00.000Z","04:00:00","2020-05-13","2020-05-13T04:00:00.000Z","04:00:00","","","","2020-05-13T17:30:00.000Z","2020-05-13T15:00:00.000Z","2020-05-07","2020-05-07T17:43:08.000Z","17:43:08","1000001167","3","PM","100","10001249",3826,"4001067","TRANSFORMER 1722998","OR000004001067","2","M01","001","1001","1001","WORKWEEK","","","0","","USEAPROF","","OPS-REG-2","2020-05-13","17:30:00","2020-05-13","15:00:00","","","EAMS_EQUI","000000000010001327","10001327","0","","0",""
"A","","","R3_LAC_CA","","1","0001","USEA","OC","MSTENZIG","10001322","TRANSFORMER 1629296","","?0100000000000000086","2020-05-07T17:43:10.000Z",,"0","EDOHR201","10000326","1001","A","","000000020755","2020-05-20","2020-05-20T04:00:00.000Z","04:00:00","2020-05-19","2020-05-19T04:00:00.000Z","04:00:00","","","","2020-05-19T13:42:00.000Z","2020-05-19T12:42:00.000Z","2020-05-07","2020-05-07T17:43:09.000Z","17:43:09","1000001168","4","PM","200","10001250",3827,"4001068","TRANSFORMER 1629296 INSPECTION","OR000004001068","2","M02","001","1001","1001","WORKWEEK","","","0","","USEAPROF","","OPS-REG-2","2020-05-19","13:42:00","2020-05-19","12:42:00","","","EAMS_EQUI","000000000010001322","10001322","0","","0",""
"A","","","R3_LAC_CA","","1","0001","USEA","OC","MSTENZIG","10001321","TRANSFORMER 1230826","","?0100000000000000090","2020-05-07T17:43:11.000Z",,"0","EDOHR201","10000326","1001","A","","000000020757","2020-05-20","2020-05-20T04:00:00.000Z","04:00:00","2020-05-19","2020-05-19T04:00:00.000Z","04:00:00","","","","2020-05-19T13:48:00.000Z","2020-05-19T12:48:00.000Z","2020-05-07","2020-05-07T17:43:10.000Z","17:43:10","1000001169","4","PM","200","10001251",3828,"4001069","TRANSFORMER 1230826 INSPECTION","OR000004001069","2","M02","001","1001","1001","WORKWEEK","","","0","","USEAPROF","","OPS-REG-2","2020-05-19","13:48:00","2020-05-19","12:48:00","","","EAMS_EQUI","000000000010001321","10001321","0","","0",""
"A","","","R3_LAC_CA","","1","0001","USEA","OC","MSTENZIG","10001324","TRANSFORMER 1669310","","?0100000000000000086","2020-05-07T17:43:12.000Z",,"0","EDOHR201","10000326","1001","A","","000000020759","2020-05-20","2020-05-20T04:00:00.000Z","04:00:00","2020-05-19","2020-05-19T04:00:00.000Z","04:00:00","","","","2020-05-19T14:42:00.000Z","2020-05-19T13:42:00.000Z","2020-05-07","2020-05-07T17:43:11.000Z","17:43:11","1000001170","4","PM","200","10001252",3829,"4001070","TRANSFORMER 1669310 INSPECTION","OR000004001070","2","M02","001","1001","1001","WORKWEEK","","","0","","USEAPROF","","OPS-REG-2","2020-05-19","14:42:00","2020-05-19","13:42:00","","","EAMS_EQUI","000000000010001324","10001324","0","","0",""
"B","","","R3_LAC_CA","","1","0001","USEA","OC","MSTENZIG","10001332","TRANSFORMER, OVERHEAD, 25 KVA RATING, 12","","?0100000000000000091","2020-05-07T17:43:12.000Z",,"0","EDOHR201","10000326","1001","A","","000000020761","2020-05-20","2020-05-20T04:00:00.000Z","04:00:00","2020-05-19","2020-05-19T04:00:00.000Z","04:00:00","","","","2020-05-19T14:42:00.000Z","2020-05-19T13:42:00.000Z","2020-05-07","2020-05-07T17:43:12.000Z","17:43:12","1000001171","4","PM","200","10001253",3830,"4001071","TRANSFORMER 10001332 INSPECTION","OR000004001071","2","M02","001","1001","1001","WORKWEEK","","","0","","USEAPROF","","OPS-REG-2","2020-05-19","14:42:00","2020-05-19","13:42:00","","","EAMS_EQUI","000000000010001332","10001332","0","","0",""
"C","","","R3_LAC_CA","","1","0001","USEA","OC","MSTENZIG","10001320","TRANSFORMER 1228794","","?0100000000000000092","2020-05-07T17:43:13.000Z",,"0","EDOHR201","10000326","1001","A","","000000020763","2020-05-20","2020-05-20T04:00:00.000Z","04:00:00","2020-05-19","2020-05-19T04:00:00.000Z","04:00:00","","","","2020-05-19T14:48:00.000Z","2020-05-19T13:48:00.000Z","2020-05-07","2020-05-07T17:43:13.000Z","17:43:13","1000001172","4","PM","200","10001254",3831,"4001072","TRANSFORMER 1228794 INSPECTION","OR000004001072","2","M02","001","1001","1001","WORKWEEK","","","0","","USEAPROF","","OPS-REG-2","2020-05-19","14:48:00","2020-05-19","13:48:00","","","EAMS_EQUI","000000000010001320","10001320","0","","0",""
"B","","","R3_LAC_CA","","1","0001","USEA","OC","MSTENZIG","10001330","XFMR 3387542","","?0100000000000000091","2020-05-07T17:43:14.000Z",,"0","EDOHR201","10000326","1001","A","","000000020765","2020-05-20","2020-05-20T04:00:00.000Z","04:00:00","2020-05-19","2020-05-19T04:00:00.000Z","04:00:00","","","","2020-05-19T15:42:00.000Z","2020-05-19T14:42:00.000Z","2020-05-07","2020-05-07T17:43:13.000Z","17:43:13","1000001173","4","PM","200","10001255",3832,"4001073","TRANSFORMER 3387542 INSPECTION","OR000004001073","2","M02","001","1001","1001","WORKWEEK","","","0","","USEAPROF","","OPS-REG-2","2020-05-19","15:42:00","2020-05-19","14:42:00","","","EAMS_EQUI","000000000010001330","10001330","0","","0",""
